cd_fcu;CMAET60;CMAST60;CMATT60;CMACT60;year;nm_fcu;cd_mun;nm_mun
42054070041;NA;NA;NA;NA;NA;Alto da Caieira;4205407;Florianópolis
42054070042;NA;NA;NA;NA;NA;Monsenhor Topp / José Boiteux;4205407;Florianópolis
42054070043;NA;NA;NA;NA;NA;Morro do 25;4205407;Florianópolis
42054070044;NA;NA;NA;NA;NA;Morro do Horácio;4205407;Florianópolis
42054070045;NA;NA;NA;NA;NA;Morro da Penitenciária;4205407;Florianópolis
42054070046;NA;NA;NA;NA;NA;Vila Aparecida;4205407;Florianópolis
42054070047;NA;NA;NA;NA;NA;Monte Cristo;4205407;Florianópolis
42054070048;NA;NA;NA;NA;NA;Tapera;4205407;Florianópolis
42054070049;NA;NA;NA;NA;NA;Morro da Caixa;4205407;Florianópolis
42054070050;NA;NA;NA;NA;NA;Maloca;4205407;Florianópolis
42054070051;NA;NA;NA;NA;NA;Grota;4205407;Florianópolis
42054070052;NA;NA;NA;NA;NA;Sol Nascente;4205407;Florianópolis
42054070053;NA;NA;NA;NA;NA;Chico Mendes;4205407;Florianópolis
42054070054;NA;NA;NA;NA;NA;Morro do Quilombo;4205407;Florianópolis
42054070055;NA;NA;NA;NA;NA;Nova Descoberta;4205407;Florianópolis
42054070056;NA;NA;NA;NA;NA;Serrinha;4205407;Florianópolis
42054070057;NA;NA;NA;NA;NA;Alto Pantanal;4205407;Florianópolis
42054070058;NA;NA;NA;NA;NA;Jagatá;4205407;Florianópolis
42054070059;NA;NA;NA;NA;NA;Morro do Mocotó;4205407;Florianópolis
42054070060;NA;NA;NA;NA;NA;Rio Tavares - Trevo da Seta;4205407;Florianópolis
42054070061;NA;NA;NA;NA;NA;Vila do Mosquito;4205407;Florianópolis
42054070063;NA;NA;NA;NA;NA;Papaquara;4205407;Florianópolis
42054070064;NA;NA;NA;NA;NA;Morro do Flamengo;4205407;Florianópolis
42054070065;NA;NA;NA;NA;NA;Vila Esperança;4205407;Florianópolis
42054070066;NA;NA;NA;NA;NA;Barreira do Janga;4205407;Florianópolis
42054070067;NA;NA;NA;NA;NA;Morro do Balão;4205407;Florianópolis
42054070068;NA;NA;NA;NA;NA;Costeira 1;4205407;Florianópolis
42054070069;NA;NA;NA;NA;NA;Nova Esperança;4205407;Florianópolis
42054070070;NA;NA;NA;NA;NA;Sapé;4205407;Florianópolis
42054070071;NA;NA;NA;NA;NA;Costeira 2;4205407;Florianópolis
42054070072;NA;NA;NA;NA;NA;Costeira 3;4205407;Florianópolis
42054070073;NA;NA;NA;NA;NA;Boa Vista;4205407;Florianópolis
42054070074;NA;NA;NA;NA;NA;Vila Santa Rosa;4205407;Florianópolis
42054070075;NA;NA;NA;NA;NA;Ocupação Marielle Franco;4205407;Florianópolis
42054070078;NA;NA;NA;NA;NA;Caieira do Saco dos Limões;4205407;Florianópolis
42054070079;NA;NA;NA;NA;NA;Vila Santa Vitória;4205407;Florianópolis
42054070080;NA;NA;NA;NA;NA;Tico-Tico;4205407;Florianópolis
42054070081;NA;NA;NA;NA;NA;Comunidade Angra dos Reis;4205407;Florianópolis
42054070082;NA;NA;NA;NA;NA;Morro da Queimada;4205407;Florianópolis
42054070084;NA;NA;NA;NA;NA;Monte Serrat;4205407;Florianópolis
42059020002;NA;NA;NA;NA;NA;Bateias I - Rua Carlos Zuchi Neto;4205902;Gaspar
42059020003;NA;NA;NA;NA;NA;Bateias II - Rua Vitório Fantoni;4205902;Gaspar
42059020006;NA;NA;NA;NA;NA;Rua Augusto Groh;4205902;Gaspar
42067020001;NA;NA;NA;NA;NA;Nossa Senhora Aparecida;4206702;Herval d'Oeste
42071060001;NA;NA;NA;NA;NA;Vila Nova;4207106;Ilhota
42082030001;NA;NA;NA;NA;NA;Vila da Paz;4208203;Itajaí
42082030002;NA;NA;NA;NA;NA;Imaruí;4208203;Itajaí
42082030003;NA;NA;NA;NA;NA;Cidade Nova;4208203;Itajaí
42082030005;NA;NA;NA;NA;NA;Cidade Nova 2;4208203;Itajaí
42082030006;NA;NA;NA;NA;NA;Loteamento Dona Mariquinha;4208203;Itajaí
42082030008;NA;NA;NA;NA;NA;Nossa Senhora das Graças;4208203;Itajaí
42091020001;NA;NA;NA;NA;NA;José Loureiro;4209102;Joinville
42091020003;NA;NA;NA;NA;NA;Jardim Edilene;4209102;Joinville
42091020007;NA;NA;NA;NA;NA;Comunidade Nova Esperança;4209102;Joinville
42091020010;NA;NA;NA;NA;NA;Rua Itajubá;4209102;Joinville
42091020012;NA;NA;NA;NA;NA;Comunidade Machado;4209102;Joinville
42091020016;NA;NA;NA;NA;NA;Urbanização Rosa Horstmann;4209102;Joinville
42091020017;NA;NA;NA;NA;NA;Ocupação Novo Rio Velho;4209102;Joinville
42093000009;NA;NA;NA;NA;NA;Dom Daniel;4209300;Lages
42093000010;NA;NA;NA;NA;NA;Ferrovia;4209300;Lages
42093000011;NA;NA;NA;NA;NA;Pisani;4209300;Lages
42093000013;NA;NA;NA;NA;NA;Várzea;4209300;Lages
42093000015;NA;NA;NA;NA;NA;Passo Fundo;4209300;Lages
42093000016;NA;NA;NA;NA;NA;Ipiranga;4209300;Lages
42093000018;NA;NA;NA;NA;NA;Morro do Querosene;4209300;Lages
42093000019;NA;NA;NA;NA;NA;Morro Grande;4209300;Lages
42094090001;NA;NA;NA;NA;NA;Morro da Glória;4209409;Laguna
42094090002;NA;NA;NA;NA;NA;Casqueiro;4209409;Laguna
42094090003;NA;NA;NA;NA;NA;Vila Vitória;4209409;Laguna
42094090004;NA;NA;NA;NA;NA;São Judas Tadeu;4209409;Laguna
42094090005;NA;NA;NA;NA;NA;Ponta das Pedras;4209409;Laguna
42113060001;NA;NA;NA;NA;NA;Jardim Riosulense IV;4211306;Navegantes
42113060002;NA;NA;NA;NA;NA;Jardim Eldorado;4211306;Navegantes
42113060004;NA;NA;NA;NA;NA;Loteamento Beira Rio;4211306;Navegantes
42113060005;NA;NA;NA;NA;NA;Jardim Riosulense III;4211306;Navegantes
42119000001;NA;NA;NA;NA;NA;Frei Damião;4211900;Palhoça
42119000003;NA;NA;NA;NA;NA;Passagem do Maciambu;4211900;Palhoça
42119000004;NA;NA;NA;NA;NA;Ponte do Imaruim - Praia;4211900;Palhoça
42128090001;NA;NA;NA;NA;NA;Loteamento Ilhota;4212809;Balneário Piçarras
42166020002;NA;NA;NA;NA;NA;Pedregal;4216602;São José
42166020003;NA;NA;NA;NA;NA;Rua dos Operários;4216602;São José
42166020004;NA;NA;NA;NA;NA;Jardim Solemar;4216602;São José
42166020006;NA;NA;NA;NA;NA;Benjamin;4216602;São José
42166020007;NA;NA;NA;NA;NA;Morro do Avaí;4216602;São José
42166020008;NA;NA;NA;NA;NA;Boa Vista;4216602;São José
42166020009;NA;NA;NA;NA;NA;Colônia Santana - Servidão Emílio de Nascimento;4216602;São José
42166020010;NA;NA;NA;NA;NA;Contestado;4216602;São José
42166020011;NA;NA;NA;NA;NA;Vila Formosa;4216602;São José
42166020014;NA;NA;NA;NA;NA;Av. das Torres – Rua Índio Condá;4216602;São José
42172040002;NA;NA;NA;NA;NA;Morro da Fumaça;4217204;São Miguel do Oeste
42187070001;NA;NA;NA;NA;NA;Beco do Quilinho;4218707;Tubarão
42187070002;NA;NA;NA;NA;NA;Beco da Valdete;4218707;Tubarão
42187070003;NA;NA;NA;NA;NA;Morro do Bem Bom;4218707;Tubarão
42187070004;NA;NA;NA;NA;NA;Beco do Lito;4218707;Tubarão
42187070005;NA;NA;NA;NA;NA;Área Verde;4218707;Tubarão
42187070006;NA;NA;NA;NA;NA;Taió;4218707;Tubarão
42187070007;NA;NA;NA;NA;NA;Capão;4218707;Tubarão
42188060001;NA;NA;NA;NA;NA;Morro da Prefeitura;4218806;Turvo
43004060002;NA;NA;NA;NA;NA;Olhos D´água - Valão;4300406;Alegrete
43004060003;NA;NA;NA;NA;NA;Rui Ramos - Ibirapuitã;4300406;Alegrete
43004060005;NA;NA;NA;NA;NA;Dois Bairros;4300406;Alegrete
43006040010;NA;NA;NA;NA;NA;Beira Mar;4300604;Alvorada
43006040012;5,666666666666667;3,666666666666667;1,54333333333333e+03;0,666666666666667;2019;Rua Eduardo da Silva Peixoto;4300604;Alvorada
43006040014;NA;NA;NA;NA;NA;Rua Jerônimo de Ornelas;4300604;Alvorada
43006040016;NA;NA;NA;NA;NA;Rua São Manoel;4300604;Alvorada
43006040018;84,000000000000000;64,099999999999994;1,21095700000000e+05;7,000000000000000;2019;Santa Clara;4300604;Alvorada
43006040019;NA;NA;NA;NA;NA;São Pedro;4300604;Alvorada
43006040022;NA;NA;NA;NA;NA;Umbu;4300604;Alvorada
43006040024;NA;NA;NA;NA;NA;Vila Maria Regina;4300604;Alvorada
43006040030;24,800000000000001;16,000000000000000;1,57550000000000e+04;2,200000000000000;2019;Jardim Algarve;4300604;Alvorada
43006040031;43,500000000000000;29,500000000000000;2,76570000000000e+04;4,000000000000000;2019;Jardim Porto Alegre;4300604;Alvorada
43010570001;NA;NA;NA;NA;NA;Fundos Praia Azul;4301057;Arroio do Sal
43010570002;NA;NA;NA;NA;NA;Vila Pic-Nic;4301057;Arroio do Sal
43016020001;NA;NA;NA;NA;NA;Passo das Pedras;4301602;Bagé
43016020002;NA;NA;NA;NA;NA;Stand;4301602;Bagé
43016020003;NA;NA;NA;NA;NA;Vila Miséria;4301602;Bagé
43016020004;NA;NA;NA;NA;NA;Balança Municipal;4301602;Bagé
43016020005;NA;NA;NA;NA;NA;Beco do Juruna;4301602;Bagé
43016020007;NA;NA;NA;NA;NA;Beco dos Coqueiros;4301602;Bagé
43021050002;NA;NA;NA;NA;NA;Pomarosa;4302105;Bento Gonçalves
43021050004;NA;NA;NA;NA;NA;Travessa Bernardini (Vila do Sapo);4302105;Bento Gonçalves
43021050005;NA;NA;NA;NA;NA;Dos Eucaliptos;4302105;Bento Gonçalves
43021050007;NA;NA;NA;NA;NA;Nossa Senhora da Saúde;4302105;Bento Gonçalves
43021050008;NA;NA;NA;NA;NA;Municipal;4302105;Bento Gonçalves
43021050009;NA;NA;NA;NA;NA;Menegotto;4302105;Bento Gonçalves
43021050010;NA;NA;NA;NA;NA;Progresso;4302105;Bento Gonçalves
43021050021;NA;NA;NA;NA;NA;Menegotto II;4302105;Bento Gonçalves
43030040004;NA;NA;NA;NA;NA;Beco dos Trilhos;4303004;Cachoeira do Sul
43031030005;NA;NA;NA;NA;NA;Caí;4303103;Cachoeirinha
43031030006;NA;NA;NA;NA;NA;Vila Anair A;4303103;Cachoeirinha
43031030008;NA;NA;NA;NA;NA;Canarinho;4303103;Cachoeirinha
43031030011;NA;NA;NA;NA;NA;Jardins do Bosque;4303103;Cachoeirinha
43035090001;NA;NA;NA;NA;NA;Getúlio Vargas;4303509;Camaquã
43039050001;NA;NA;NA;NA;NA;Philomena Gerhard;4303905;Campo Bom
43039050002;NA;NA;NA;NA;NA;A Curva;4303905;Campo Bom
43039050004;NA;NA;NA;NA;NA;Beco da Rua das Flores;4303905;Campo Bom
43039050006;NA;NA;NA;NA;NA;Bicho de Pé;4303905;Campo Bom
43039050007;NA;NA;NA;NA;NA;Cascatinha;4303905;Campo Bom
43043580004;NA;NA;NA;NA;NA;Área Verde Viver Melhor;4304358;Candiota
43044080001;NA;NA;NA;NA;NA;Escadaria;4304408;Canela
43044080002;NA;NA;NA;NA;NA;Adão Mirote;4304408;Canela
43044080004;NA;NA;NA;NA;NA;Edgar Haack / Corrêa;4304408;Canela
43045070001;NA;NA;NA;NA;NA;Estrada da Pedreira;4304507;Canguçu
43045070002;NA;NA;NA;NA;NA;Vila Mesko;4304507;Canguçu
43046060016;NA;NA;NA;NA;NA;São João;4304606;Canoas
43046060019;NA;NA;NA;NA;NA;Dique da Rua São Paulo;4304606;Canoas
43046060020;NA;NA;NA;NA;NA;São José I;4304606;Canoas
43046060021;NA;NA;NA;NA;NA;São José II;4304606;Canoas
43046060022;NA;NA;NA;NA;NA;São José III;4304606;Canoas
43046060026;NA;NA;NA;NA;NA;Loteamento Prata / Torres;4304606;Canoas
43046060032;NA;NA;NA;NA;NA;Rua Araçá / Ocupação Verdes Campos;4304606;Canoas
43046060036;NA;NA;NA;NA;NA;São José IV;4304606;Canoas
43046060037;NA;NA;NA;NA;NA;Vila dos Venezuelanos;4304606;Canoas
43046060039;NA;NA;NA;NA;NA;Barca;4304606;Canoas
43046300001;NA;NA;NA;NA;NA;Arco-íris;4304630;Capão da Canoa
43046300002;NA;NA;NA;NA;NA;Posto 5;4304630;Capão da Canoa
43046300003;NA;NA;NA;NA;NA;Posto 6;4304630;Capão da Canoa
43046300004;NA;NA;NA;NA;NA;Vale Verde;4304630;Capão da Canoa
43046300005;NA;NA;NA;NA;NA;Fundos da Praia do Barco;4304630;Capão da Canoa
43046630001;NA;NA;NA;NA;NA;Vila Maria;4304663;Capão do Leão
43046630002;NA;NA;NA;NA;NA;Vila Nova - Viaduto;4304663;Capão do Leão
43046630003;NA;NA;NA;NA;NA;Parque Fragata;4304663;Capão do Leão
43047050001;NA;NA;NA;NA;NA;Baixada da Princesa;4304705;Carazinho
43047050002;NA;NA;NA;NA;NA;Beco Berlim;4304705;Carazinho
43047050004;NA;NA;NA;NA;NA;Cuiabá;4304705;Carazinho
43047050005;NA;NA;NA;NA;NA;Ipiranga;4304705;Carazinho
43047050006;NA;NA;NA;NA;NA;Travessa Vitória;4304705;Carazinho
43051080031;NA;NA;NA;NA;NA;Margem do Tega;4305108;Caxias do Sul
43051080032;NA;NA;NA;NA;NA;Rota do Sol;4305108;Caxias do Sul
43051080034;NA;NA;NA;NA;NA;Portinari;4305108;Caxias do Sul
43051080035;NA;NA;NA;NA;NA;Diamantino;4305108;Caxias do Sul
43051080036;NA;NA;NA;NA;NA;Pantanal;4305108;Caxias do Sul
43051080037;NA;NA;NA;NA;NA;Via Férrea;4305108;Caxias do Sul
43051080039;NA;NA;NA;NA;NA;Euzébio Beltrão de Queiroz;4305108;Caxias do Sul
43051080040;NA;NA;NA;NA;NA;1º de Maio;4305108;Caxias do Sul
43051080042;NA;NA;NA;NA;NA;Vergueiros;4305108;Caxias do Sul
43051080043;NA;NA;NA;NA;NA;Rua Abel Zatera;4305108;Caxias do Sul
43051080044;NA;NA;NA;NA;NA;Av. Monsenhor João Meneguzzi;4305108;Caxias do Sul
43051080045;NA;NA;NA;NA;NA;Canyon;4305108;Caxias do Sul
43051080047;NA;NA;NA;NA;NA;Dal Bó;4305108;Caxias do Sul
43051080048;NA;NA;NA;NA;NA;Vila Feliz;4305108;Caxias do Sul
43051080049;NA;NA;NA;NA;NA;Vale do Planalto;4305108;Caxias do Sul
43051080050;NA;NA;NA;NA;NA;Cooesp;4305108;Caxias do Sul
43051080051;NA;NA;NA;NA;NA;Salgado Filho - Burguinho;4305108;Caxias do Sul
43051080052;NA;NA;NA;NA;NA;Rua Antônio Guttermann - Kaiser II;4305108;Caxias do Sul
43051080053;NA;NA;NA;NA;NA;Monte Carmelo;4305108;Caxias do Sul
43051080054;NA;NA;NA;NA;NA;Via Férrea II - Amélia II;4305108;Caxias do Sul
43051080055;NA;NA;NA;NA;NA;Área dos Padres;4305108;Caxias do Sul
43051080057;NA;NA;NA;NA;NA;Paraíso Cristal;4305108;Caxias do Sul
43051080058;NA;NA;NA;NA;NA;Planaltinho - Família Francisquetti;4305108;Caxias do Sul
43051080059;NA;NA;NA;NA;NA;Quadra 1528;4305108;Caxias do Sul
43051080060;NA;NA;NA;NA;NA;Quadra 2985 - Glória/Consolação;4305108;Caxias do Sul
43051080064;NA;NA;NA;NA;NA;Área Pública 300 e 310;4305108;Caxias do Sul
43051080073;NA;NA;NA;NA;NA;Altos de Galópolis;4305108;Caxias do Sul
43051080074;NA;NA;NA;NA;NA;Área Pública 163;4305108;Caxias do Sul
43060560001;NA;NA;NA;NA;NA;Vila Formosa;4306056;Cristal
43067670001;NA;NA;NA;NA;NA;Campo da Medianeira;4306767;Eldorado do Sul
43067670002;NA;NA;NA;NA;NA;Beco do Beto;4306767;Eldorado do Sul
43067670004;NA;NA;NA;NA;NA;Costaneira;4306767;Eldorado do Sul
43067670005;NA;NA;NA;NA;NA;Sol Nascente;4306767;Eldorado do Sul
43067670008;NA;NA;NA;NA;NA;Vila da Paz;4306767;Eldorado do Sul
43067670011;NA;NA;NA;NA;NA;Itaí;4306767;Eldorado do Sul
43067670012;NA;NA;NA;NA;NA;Botafogo;4306767;Eldorado do Sul
43067670013;NA;NA;NA;NA;NA;Alças Picada B;4306767;Eldorado do Sul
43070050003;NA;NA;NA;NA;NA;Florestinha;4307005;Erechim
43070050006;NA;NA;NA;NA;NA;Presidente Vargas;4307005;Erechim
43070050007;NA;NA;NA;NA;NA;Vila União;4307005;Erechim
43076090002;NA;NA;NA;NA;NA;Cantão;4307609;Estância Velha
43076090005;NA;NA;NA;NA;NA;Vila Perimetral;4307609;Estância Velha
43077080004;NA;NA;NA;NA;NA;Vila Barreira;4307708;Esteio
43077080005;NA;NA;NA;NA;NA;Vila Navegantes;4307708;Esteio
43077080006;NA;NA;NA;NA;NA;Vila Pedreira;4307708;Esteio
43079060001;NA;NA;NA;NA;NA;Área Verde Industrial;4307906;Farroupilha
43079060002;NA;NA;NA;NA;NA;Campo/Trilhos;4307906;Farroupilha
43079060003;NA;NA;NA;NA;NA;Desvio do Pedágio;4307906;Farroupilha
43079060006;NA;NA;NA;NA;NA;Bairro América / Buraco Quente;4307906;Farroupilha
43092090005;NA;NA;NA;NA;NA;Itacolomi;4309209;Gravataí
43092090018;NA;NA;NA;NA;NA;Tom Jobim;4309209;Gravataí
43092090022;NA;NA;NA;NA;NA;Parque do Eucaliptos;4309209;Gravataí
43092090024;NA;NA;NA;NA;NA;Rincão da Madalena;4309209;Gravataí
43092090025;NA;NA;NA;NA;NA;Cruzeiro;4309209;Gravataí
43092090026;NA;NA;NA;NA;NA;Morada Gaúcha I;4309209;Gravataí
43092090029;NA;NA;NA;NA;NA;Sagrada Família;4309209;Gravataí
43092090030;NA;NA;NA;NA;NA;Santa Cruz I;4309209;Gravataí
43093080001;NA;NA;NA;NA;NA;Chega Mais;4309308;Guaíba
43093080004;NA;NA;NA;NA;NA;Vila Breno Guimarães;4309308;Guaíba
43093080005;NA;NA;NA;NA;NA;Ipê;4309308;Guaíba
43093080006;NA;NA;NA;NA;NA;Nova Guaíba;4309308;Guaíba
43093080008;NA;NA;NA;NA;NA;Primavera;4309308;Guaíba
43093080012;NA;NA;NA;NA;NA;São Luís;4309308;Guaíba
43093080014;NA;NA;NA;NA;NA;Vila Bença;4309308;Guaíba
43093080016;NA;NA;NA;NA;NA;Vila dos Brigadianos;4309308;Guaíba
43093080017;NA;NA;NA;NA;NA;Vila Esperança;4309308;Guaíba
43093080019;NA;NA;NA;NA;NA;Área Verde Loteamento Industrial São Francisco;4309308;Guaíba
43093080020;NA;NA;NA;NA;NA;Bom Fim;4309308;Guaíba
43093080021;NA;NA;NA;NA;NA;Bernardo Lopes;4309308;Guaíba
43093080022;NA;NA;NA;NA;NA;Cooperativa Vera Cruz;4309308;Guaíba
43093080023;NA;NA;NA;NA;NA;Loteamento do Bagunça;4309308;Guaíba
43093080028;NA;NA;NA;NA;NA;Mato Alto;4309308;Guaíba
43093080029;NA;NA;NA;NA;NA;Vila Aglae Kehl;4309308;Guaíba
43093080030;NA;NA;NA;NA;NA;Núcleo Bayer;4309308;Guaíba
43101080001;NA;NA;NA;NA;NA;Loteamento Rui Barbosa;4310108;Igrejinha
43103300001;NA;NA;NA;NA;NA;Albatroz;4310330;Imbé
43124010001;NA;NA;NA;NA;NA;Trilhos - Centenário;4312401;Montenegro
43124010007;NA;NA;NA;NA;NA;Morro Bela Vista;4312401;Montenegro
43124010009;NA;NA;NA;NA;NA;Trilhos – Rua Ricardo Carlos Lerch;4312401;Montenegro
43130600001;NA;NA;NA;NA;NA;Rua da Pedreira;4313060;Nova Hartz
43130600004;NA;NA;NA;NA;NA;Canto Kirsch;4313060;Nova Hartz
43134090006;NA;NA;NA;NA;NA;Morro da Formiga;4313409;Novo Hamburgo
43134090019;NA;NA;NA;NA;NA;Vila das Flores;4313409;Novo Hamburgo
43134090026;NA;NA;NA;NA;NA;Vila Iguaçu;4313409;Novo Hamburgo
43134090033;NA;NA;NA;NA;NA;Vila Grings;4313409;Novo Hamburgo
43134090034;NA;NA;NA;NA;NA;Vila Ipiranga;4313409;Novo Hamburgo
43134090035;NA;NA;NA;NA;NA;Vila Kraemer;4313409;Novo Hamburgo
43134090039;NA;NA;NA;NA;NA;Kephas Norte;4313409;Novo Hamburgo
43134090041;NA;NA;NA;NA;NA;Boa Esperança I;4313409;Novo Hamburgo
43134090042;NA;NA;NA;NA;NA;Boa Esperança II;4313409;Novo Hamburgo
43134090044;NA;NA;NA;NA;NA;Capanema;4313409;Novo Hamburgo
43134090046;NA;NA;NA;NA;NA;Vila Getúlio Vargas;4313409;Novo Hamburgo
43134090047;NA;NA;NA;NA;NA;Vila Ana Neri;4313409;Novo Hamburgo
43134090048;NA;NA;NA;NA;NA;Vila Palmeira;4313409;Novo Hamburgo
43134090049;NA;NA;NA;NA;NA;Vila Campos;4313409;Novo Hamburgo
43134090050;NA;NA;NA;NA;NA;Vila Kipling;4313409;Novo Hamburgo
43134090051;NA;NA;NA;NA;NA;Loteamento Nações Unidas;4313409;Novo Hamburgo
43134090052;NA;NA;NA;NA;NA;Vila Odete;4313409;Novo Hamburgo
43134090053;NA;NA;NA;NA;NA;Moreira Travessão;4313409;Novo Hamburgo
43134090054;NA;NA;NA;NA;NA;Nova Esperança;4313409;Novo Hamburgo
43134090055;NA;NA;NA;NA;NA;Ocupação Rua Granada;4313409;Novo Hamburgo
43134090057;NA;NA;NA;NA;NA;Terceira Idade;4313409;Novo Hamburgo
43134090058;NA;NA;NA;NA;NA;22 de Outubro;4313409;Novo Hamburgo
43134090059;NA;NA;NA;NA;NA;Alpargatas;4313409;Novo Hamburgo
43134090060;NA;NA;NA;NA;NA;Arroio Pampa;4313409;Novo Hamburgo
43134090063;NA;NA;NA;NA;NA;Fundos Presidente Lucena;4313409;Novo Hamburgo
43134090068;NA;NA;NA;NA;NA;Arthur Momberger;4313409;Novo Hamburgo
43134090070;NA;NA;NA;NA;NA;Roosvelt;4313409;Novo Hamburgo
43134090072;NA;NA;NA;NA;NA;Montezuma;4313409;Novo Hamburgo
43134090073;NA;NA;NA;NA;NA;Praça Chico Mendes;4313409;Novo Hamburgo
43134090074;NA;NA;NA;NA;NA;Antônio Feliz da Costa;4313409;Novo Hamburgo
43134090075;NA;NA;NA;NA;NA;Pastor Gustav Nordlund;4313409;Novo Hamburgo
43134090076;NA;NA;NA;NA;NA;Conquista;4313409;Novo Hamburgo
43134090077;NA;NA;NA;NA;NA;Mentz / Sanga Funda;4313409;Novo Hamburgo
43134090078;NA;NA;NA;NA;NA;Libres;4313409;Novo Hamburgo
43134090080;NA;NA;NA;NA;NA;Reinaldo Kayser;4313409;Novo Hamburgo
43134090081;NA;NA;NA;NA;NA;Cohab;4313409;Novo Hamburgo
43134090082;NA;NA;NA;NA;NA;Flamengo;4313409;Novo Hamburgo
43134090083;NA;NA;NA;NA;NA;Final da Rua Leopoldo Wasun;4313409;Novo Hamburgo
43134090084;NA;NA;NA;NA;NA;Triângulo;4313409;Novo Hamburgo
43134090085;NA;NA;NA;NA;NA;Dique / Presidente Neves;4313409;Novo Hamburgo
43134090086;NA;NA;NA;NA;NA;Loteamento Hass;4313409;Novo Hamburgo
43134090087;NA;NA;NA;NA;NA;Columbia;4313409;Novo Hamburgo
43134090088;NA;NA;NA;NA;NA;Mayer;4313409;Novo Hamburgo
43134090089;NA;NA;NA;NA;NA;Primeiro de Março;4313409;Novo Hamburgo
43134090090;NA;NA;NA;NA;NA;Coopunesp;4313409;Novo Hamburgo
43134090091;NA;NA;NA;NA;NA;Praça Invadida Loteamento Kephas II;4313409;Novo Hamburgo
43134090092;NA;NA;NA;NA;NA;Visital;4313409;Novo Hamburgo
43134090093;NA;NA;NA;NA;NA;Jaguaribe;4313409;Novo Hamburgo
43134090094;NA;NA;NA;NA;NA;Pedreira;4313409;Novo Hamburgo
43134090095;NA;NA;NA;NA;NA;Praça Ocupada Loteamento Vila Prado;4313409;Novo Hamburgo
43134090096;NA;NA;NA;NA;NA;Rincão dos Caetanos;4313409;Novo Hamburgo
43134090097;NA;NA;NA;NA;NA;São Lourenço;4313409;Novo Hamburgo
43134090098;NA;NA;NA;NA;NA;Vitória e Conquista;4313409;Novo Hamburgo
43134090099;NA;NA;NA;NA;NA;Santo Antônio I;4313409;Novo Hamburgo
43135080002;NA;NA;NA;NA;NA;Mariápolis;4313508;Osório
43136560001;NA;NA;NA;NA;NA;Área Verde;4313656;Palmares do Sul
43136560002;NA;NA;NA;NA;NA;Quadra 19;4313656;Palmares do Sul
43140500004;NA;NA;NA;NA;NA;Ocupação DAER na Avenida Taquara;4314050;Parobé
43140500005;NA;NA;NA;NA;NA;Ocupação Vila Sapo;4314050;Parobé
43140500006;NA;NA;NA;NA;NA;Ocupação XV de Junho;4314050;Parobé
43140500007;NA;NA;NA;NA;NA;Invasão da Colina;4314050;Parobé
43140500009;NA;NA;NA;NA;NA;Invasão Eliseu Bauer;4314050;Parobé
43141000002;NA;NA;NA;NA;NA;Beira dos Trilhos;4314100;Passo Fundo
43141000003;NA;NA;NA;NA;NA;Entre-Rios;4314100;Passo Fundo
43141000004;NA;NA;NA;NA;NA;Cruzeiro;4314100;Passo Fundo
43141000007;NA;NA;NA;NA;NA;Valinhos I;4314100;Passo Fundo
43141000008;NA;NA;NA;NA;NA;Vista Alegre;4314100;Passo Fundo
43141000009;NA;NA;NA;NA;NA;Zachia I e II;4314100;Passo Fundo
43141000011;NA;NA;NA;NA;NA;Beira Trilho - Vera Cruz;4314100;Passo Fundo
43141000012;NA;NA;NA;NA;NA;Bela Vista;4314100;Passo Fundo
43141000013;NA;NA;NA;NA;NA;Corralo - Rua Caramuru;4314100;Passo Fundo
43144070003;NA;NA;NA;NA;NA;Ocupação Santa Bárbara Norte;4314407;Pelotas
43144070011;NA;NA;NA;NA;NA;Ocupação Santa Bárbara Sul;4314407;Pelotas
43144070013;NA;NA;NA;NA;NA;Ocupação Estrada do Engenho;4314407;Pelotas
43144070015;NA;NA;NA;NA;NA;Ilha da Páscoa - Rota do Sol;4314407;Pelotas
43144070016;NA;NA;NA;NA;NA;Leito da Via Férrea - Vila Peres 22 de Maio;4314407;Pelotas
43144070018;NA;NA;NA;NA;NA;Loteamento Salgado Filho II;4314407;Pelotas
43144070021;NA;NA;NA;NA;NA;Obelisco - Domingos de Almeida;4314407;Pelotas
43144070022;NA;NA;NA;NA;NA;Ocupação Dom Antônio Zattera;4314407;Pelotas
43144070023;NA;NA;NA;NA;NA;Ocupação Família Ruas;4314407;Pelotas
43144070024;NA;NA;NA;NA;NA;Ocupação Lauro Ribeiro I;4314407;Pelotas
43144070025;NA;NA;NA;NA;NA;Ocupação Leontino;4314407;Pelotas
43144070030;NA;NA;NA;NA;NA;Pestano;4314407;Pelotas
43144070031;NA;NA;NA;NA;NA;Pontal da Barra;4314407;Pelotas
43144070032;NA;NA;NA;NA;NA;Praça Aratiba;4314407;Pelotas
43144070034;NA;NA;NA;NA;NA;Simões Lopes Beira Canal;4314407;Pelotas
43144070036;NA;NA;NA;NA;NA;Vasco Pires;4314407;Pelotas
43144070039;NA;NA;NA;NA;NA;Vila Dulce - Belo Horizonte;4314407;Pelotas
43144070042;NA;NA;NA;NA;NA;Anchieta - Barão de Mauá;4314407;Pelotas
43144070045;NA;NA;NA;NA;NA;Bom Jesus;4314407;Pelotas
43144070046;NA;NA;NA;NA;NA;Campo do Osório;4314407;Pelotas
